Caja Nº;Materia Prima;Trazabilidad;Lote;Fecha de Ingreso;Observaciones
7;Trozos de Maíz desgerminados;11247;HOMA 080;26/7/2024;
6;Azucar Comun Tipo A;11248;24194;26/7/2024;
7;Azucar Comun Tipo A;11249;L240724;29/7/2024;
7;Trozos de Maíz desgerminados;11251;L27724;30/7/2024;
7;Azucar Comun Tipo A;11253;L27724;30/7/2024;
7;Trozos de Maíz desgerminados;11254;78;30/7/2024;
7;Azucar Comun Tipo A;11259;42;1/8/2024;
7;Lecitina de Soja en Polvo;11260;R560005449;1/8/2024;
7;Azucar Comun Tipo A;11258;290724;1/8/2024;
7;Coco Rallado;;11006V1/001-2600;29/7/2024;
7;Trozos de Maíz desgerminados;11203;69;10/7/2024;
7;Trozos de Maíz desgerminados;11223;71;15/7/2024;
7;Trozos de Maíz desgerminados;11271;HOMA80;7/8/2024;
7;Miel de abejas;11273;10513;7/8/2024;
7;Glucosa;11274;50824;7/8/2024;
7;Avena Arrollada Tradicional;11275;20624;7/8/2024;
7;Azucar Comun Tipo A;11279;90824;13/8/2024;
7;Coco rallado;11283;DTC/22/3;14/8/2024;
7;Azucar Comun Tipo A;11284;06-07/08/2024;14/8/2024;
7;Trozos de Maíz desgerminados;11285;81;14/8/2024;
7;Avena Arrollada Instantánea;11286;31/24-INS;14/8/2024;
7;Azúcar Refinada;11287;31072024;15/8/2024;
7;Trozos de Maíz desgerminados;11288;82;16/8/2024;
7;Trozos de Maíz desgerminados;11290;83;19/8/2024;
7;Extracto de Malta en polvo;11292;2,35E+11;20/8/2024;
7;Trozos de Maíz desgerminados;11293;BBG/47/24;20/8/2024;
7;Trozos de Maíz desgerminados;11294;BBG 048/24;21/8/2024;
7;Glucosa;11298;190824;27/8/2024;
7;Miel de abejas;11299;10545;27/8/2024;
8;Trozos de Maíz desgerminados;11301;86;27/8/2024;
7;Trozos de Maíz desgerminados;11302;BBG 049/24;27/8/2024;
7;Coco rallado;11304;DTC/22/3;28/8/2024;
8;Trozos de Maíz desgerminados;11305;87;28/8/2024;
8;Avena Arrollada Instantánea;11306;23024;28/8/2024;
8;Trozos de Maíz desgerminados;11309;BBG 050/24;29/8/2024;
7;Azucar Comun Tipo A;11310;270824;30/8/2024;
7;Azucar Comun Tipo A;11312;28/8/2024;3/9/2024;
8;Avena tradicional;11313;42391;3/9/2024;
8;Avena tradicional;11317;GRA83719;4/9/2024;
8;Almendras Enteras con Piel;11318;1891912024;6/9/2024;
8;Trozos de Maíz desgerminados;11319;BBG51/24;6/9/2024;
8;Azucar Comun Tipo A;11322;1/8/2024;9/9/2024;
8;Trozos de Maíz desgerminados;11326;BBG052/24;11/9/2024;
8;Miel de abejas;11328;10572;11/9/2024;
8;Glucosa;11329;20924;11/9/2024;
8;Coco Rallado;11330;DTC/22/3;11/9/2024;
8;Trozos de Maíz desgerminados;11331;BBG 053/24;11/9/2024;
8;Coco Rallado;11332;11006V1/001-2600;11/9/2024;
8;Trozos de Maíz desgerminados;11333;BBG054/24;12/9/2024;
8;Trozos de Maíz desgerminados;11335;HOMA 081;12/9/2024;
8;Trozos de Maíz desgerminados;11337;91;17/9/2024;
8;Azucar Comun Tipo A;11338;13/9/2024;17/9/2024;
8;Azucar Comun Tipo A;11340;16/9/2024;18/9/2024;
8;Trozos de Maíz desgerminados;11341;92;18/9/2024;
8;Avena instantánea;11342;37/24INS;19/9/2024;
8;Avena 900 Micras;11345;37/24 900;19/9/2024;
8;Avena tradicional;11348;24247;20/9/2024;
8;Trozos de Maíz desgerminados;11350;94;22/9/2024;
9;Trozos de Maíz desgerminados;11351;93;23/9/2024;
8;Azucar Comun Tipo A;11363;21/9/2024;24/9/2024;
8;Trozos de Maíz desgerminados;11365;95;24/9/2024;
8;Lecitina de Soja en Polvo;11366;R560005450;24/9/2024;
8;Trozos de Maíz desgerminados;11369;BBG 057/24;25/9/2024;
8;Trozos de Maíz desgerminados;11370;97;26/9/2024;
8;Avena tradicional;11372;42701-42611;27/9/2024;
8;Miel Ceta;11375;10600;30/9/2024;
8;Trozos de Maíz desgerminados;11376;98;30/9/2024;
9;Trozos de Maíz desgerminados;11378;99;1/10/2024;
8;Azucar Comun Tipo A;11383;28/9/2024;2/10/2024;
9;Trozos de Maíz desgerminados;11384;101;2/10/2024;
8;Miel de abejas;11385;10604;3/10/2024;
9;Glucosa;11386;21024;3/10/2024;
8;Azúcar Refinada;11387;28092024;4/10/2024;
9;Trozos de Maíz desgerminados;11390;HOMA 081;6/10/2024;
9;Trozos de Maíz desgerminados;11381;100;2/10/2024;
9;Esencia de miel;11357;BU00301415;23/9/2024;
9;Miel;11385;10604;3/10/2024;
9;Sal Fina;Muestra;210224;7/10/2024;Logistica Alimeticia LISAL
9;Trozos de Maíz desgerminados;11392;102;7/10/2024;
9;Trozos de Maíz desgerminados;11394;103;8/10/2024;
9;Coco Rallado;11396;DTC/22/3;8/10/2024;
9;Avena tradicional;11397;GRA83817;8/10/2024;
9;Azúcar Refinada;11400;71024;10/10/2024;
9;Azucar Comun Tipo A;11401;02-03/10/2024;10/10/2024;
9;Trozos de Maíz desgerminados;11402;104;10/10/2024;
9;Trozos de Maíz desgerminados;11405;105;10/10/2024;
9;Azúcar Refinada;11407;111022024;14/10/2024;
9;Trozos de Maíz desgerminados;11409;106;15/10/2024;
9;Trozos de Maíz desgerminados;11411;HOMA 081;16/10/2024;
9;Azúcar Refinada;11415;14102024;17/10/2024;
9;Trozos de Maíz desgerminados;11418;109;17/10/2024;
9;Azucar Comun Tipo A;11421;18/10/2024;21/10/2024;
9;Trozos de Maíz desgerminados;11422;110;21/10/2024;
9;Trozos de Maíz desgerminados;11423;111;22/10/2024;
9;Glucosa;11424;181024;22/10/2024;
9;Coco Rallado;11426;241170-4;22/10/2024;
9;Coco Rallado;11431;231450-2;23/10/2024;
9;Trozos de Maíz desgerminados;11432;BBG 067/24;23/10/2024;
9;Azucar Comun Tipo A;11437;L221024;25/10/2024;
9;Trozos de Maíz desgerminados;11438;BBG068/24;25/10/2024;
9;Azucar Comun Tipo A;11440;251024;28/10/2024;
10;Trozos de Maíz desgerminados;11441;;28/10/2024;
10;Trozos de Maíz desgerminados;11442;113;29/10/2024;
10;Trozos de Maíz desgerminados;11443;114;24/10/2024;
9;Lecitina de Soja en Polvo;11444;R560005389;29/10/2024;
10;Avena instantánea;Muestra;;;DUBAI
10;Trozos de Maíz desgerminados;11449;116;31/10/2024;
10;Avena 900 Micras;;3102407;4/11/2024;
10;Trozos de Maíz desgerminados;11463;117;4/11/2024;
10;Trozos de Maíz desgerminados;11452;115;31/10/2024;
10;Avena tradicional;11461;43/24 TRA;4/11/2024;
10;Avena instantánea;11460;43/24 INS;3/11/2024;
10;Sal Fina;11454;13/9/2024;31/10/2024;
10;Azucar Comun Tipo A;11448;68;29/10/2024;
10;Lecitina;11429;2,35E+11;23/10/2024;
10;Azucar Comun Tipo A;11464;2/11/2024;5/11/2024;
10;Trozos de Maíz desgerminados;11465;118;5/11/2024;
10;Trozos de Maíz desgerminados;11467;HOMA 081;6/11/2024;
10;Avena instantánea;11468;GRA83908;6/11/2024;
10;Trozos de Maíz desgerminados;11469;BBG 072/24;6/11/2024;
10;Azucar Comun Tipo A;11471;41124;7/11/2024;
10;Esencia Natural de Caramelo;11474;10350002;7/11/2024;
10;Esencia Natural de Caramelo;11475;10350004;7/11/2024;
10;Azucar Comun Tipo A;11476;68;7/11/2024;
10;Coco Rallado;11479;241830-4;8/11/2024;
10;Avana Instantanea;11482;GRA83909;11/11/2024;
10;Avena tradicional;11488;24310;12/11/2024;
10;Trozos de Maíz desgerminados;11489;119;12/11/2024;
10;Antioxidante Laox 300;11491;26231024B6;12/11/2024;
10;Azucar Comun Tipo A;11493;9/11/2024;12/11/2024;
10;Trozos de Maíz desgerminados;11496;120;14/11/2024;
10;Azúcar Refinada;11497;8112024;14/11/2024;
10;Trozos de Maíz desgerminados;11498;HOMA 082;14/11/2024;
10;Avena tradicional;11500;GRA83972;15/11/2024;
10;Trozos de Maíz desgerminados;11501;121;19/11/2024;
10;Azucar Comun Tipo A;11502;16/11/2024;19/11/2024;
10;Coco Rallado;11505;231450-2;19/11/2024;
10;Trozos de Maíz desgerminados;11507;122;20/11/2024;
10;Extracto de Malta en polvo;11515;2,35E+11;21/11/2024;
11;Avena instantánea;11516;31624;21/11/2024;
11;Trozos de Maíz desgerminados;11517;HOMA 082;21/11/2024;
11;Trozos de Maíz desgerminados;11522;123;24/11/2024;
11;Trozos de Maíz desgerminados;11531;125;27/11/2024;
11;Trozos de Maíz desgerminados;11537;126;28/11/2024;
11;Trozos de Maíz desgerminados;11540;127;28/11/2024;
11;Azucar Comun Tipo A;11536;25/11/2024;27/11/2024;
11;Trozos de Maíz desgerminados;11530;124;26/11/2024;
11;Azucar Comun Tipo A;11535;20112411;27/11/2024;
11;Azucar Comun Tipo A;11528;68;26/11/2024;
11;Lecitina;11521;12560005389;22/11/2024;
11;Almendras Enteras con Piel;11513;2400056;26/11/2024;
11;Trozos de Maíz desgerminados;11552;128;2/12/2024;
11;Azucar Comun Tipo A;11557;24/11/2029;3/12/2024;
11;Trozos de Maíz desgerminados;11558;129;4/12/2024;
11;Avena Arrollada Tradicional;11566;47/27-TRA;5/12/2024;
11;Azucar Comun Tipo A;11567;21112024;9/12/2024;
11;Azucar Comun Tipo A;11577;43;12/12/2024;
11;Trozos de Maíz desgerminados;11579;133;12/12/2024;
11;Trozos de Maíz desgerminados;11580;BBG 079/24;12/12/2024;
11;Trozos de Maíz desgerminados;11581;BBG080/24;13/12/2024;
11;Glucosa;11586;33960155;16/12/2024;
11;Trozos de Maíz desgerminados;11587;;16/12/2024;
11;Azucar Comun Tipo A;11589;141224;17/12/2024;
11;Trozos de Maíz desgerminados;11593;135;18/12/2024;
11;Antioxidante Laox 300;11594;26201124B1;18/12/2024;
11;Trozos de Maíz desgerminados;11595;136;18/12/2024;
11;Avena tradicional;11600;N43531/41;20/12/2024;
1;Avena instantánea;6-11602;GRA84053;30/12/2024;
1;Avena tradicional;6-11602;GRA84052;2/1/2025;
1;Lecitina de soja en polvo;6-1160;R560005399;7/1/2025;
1;Coco rallado;6-11607;24209022024;9/1/2025;
1;Jarabe de glucosa;6-11611;60125;13/1/2025;
1;Miel de abejas;6-11612;10701;13/1/2025;
1;Trozos de Maíz desgerminados;6-11613;4;14/1/2025;
1;Azucar Comun Tipo A;6-11622;L141224;16/1/2025;
1;Azucar Comun Tipo A;6-11625;L141224;17/1/2025;
1;Trozos de Maíz desgerminados;6-11635;8;22/1/2025;
1;Azucar Comun Tipo A;6-11636;7/12/2024;22/1/2025;
1;Trozos de Maíz desgerminados;6-11640;BBG 001/25;24/1/2025;
1;Esencia Natural de Caramelo;6-11641;10350008;24/1/2025;
1;Trozos de Maíz desgerminados;11644;9;27/1/2025;
4;Azucar Comun Tipo A;11838;18-19/03/2030;7/4/2025;
1;Azucar CTA;11646;141224;27/1/2025;
2;Trozos de Maíz desgerminados;11657;BBG02/25;31/1/2025;
1;Sal Fina;11663;24/12/2029;3/2/2025;
2;Trozos de Maíz desgerminados;11664;12;3/2/2025;
2;Trozos de Maíz desgerminados;11699;19;13/2/2025;
1;Trozos de Maíz desgerminados;11666;13;4/2/2025;
1;Azucar Comun Tipo A;11667;10/1/2025;4/2/2025;
2;Trozos de Maíz desgerminados;11669;BBG 004/25;5/2/2025;
4;Esencia Natural de Caramelo;11670;10350008;5/2/2025;
1;Azucar Comun Tipo A;11671;43;5/2/2025;
2;Avena 900 Micras;11672;GRA84051;5/2/2025;
2;Trozos de Maíz desgerminados;11673;HOMA 083;6/2/2025;
2;Azucar Comun Tipo A;11674;11/1/2025;6/2/2025;
2;Hojuelas de Quinua;11648;Hoj-DRL-240756E;27/1/2025;
2;Trozos de Maíz desgerminados;11680;15;10/2/2025;
2;Trozos de Maíz desgerminados;11681;BBG 005/25;10/2/2025;
4;Trozos de Maíz desgerminados;11687;L161124;11/2/2025;
2;Trozos de Maíz desgerminados;11689;16;11/2/2025;
2;Lecitina de soja en polvo;11690;R560005390;11/2/2025;
2;Trozos de Maíz desgerminados;11691;17;12/2/2025;
2;Azucar Comun Tipo A;11697;L181125;13/2/2025;
2;Esencia de Miel Liquida;11700;BU00305502;13/2/2025;
2;Avena instantánea;11702;2325;14/2/2024;
2;Glucosa;11703;100225;14/2/2024;
2;Miel de abejas;11704;10764;14/2/2024;
2;Trozos de Maíz desgerminados;11707;20;17/1/2025;
2;Azúcar Refinada;11709;14022025;19/2/2025;
2;Trozos de Maíz desgerminados;11711;21;19/2/2025;
2;Canela en polvo;Muestra;18022025;19/20/2025;
2;Trozos de Maíz desgerminados;11712;22;19/20/2025;
2;Trozos de Maíz desgerminados;11714;HOMA 083;20/2/2025;
2;Azucar Comun Tipo A;11718;190125;21/2/2025;
2;Azucar Comun Tipo A;11720;L250125;21/2/2025;
3;Trozos de Maíz desgerminados;11721;24;25/2/2025;
3;Trozos de Maíz desgerminados;11726;25;26/2/2025;
3;Trozos de Maíz desgerminados;11727;bbg 012/25;26/2/2025;
3;Azúcar Refinada;11729;24022025;26/2/2025;
3;Trozos de Maíz desgerminados;11731;26;26/2/2025;
3;Trozos de Maíz desgerminados;11732;HOMA 083;27/2/2025;
3;Azucar Comun Tipo A;11733;1/2/2025;27/2/2025;
3;Trozos de Maíz desgerminados;11735;BBG 013/25;2/3/2025;
3;Azucar Comun Tipo A;11740;15/2/2025;5/3/2025;
3;Trozos de Maíz desgerminados;11741;28;6/3/2025;
3;Coco Rallado;11743;242090-2;6/3/2025;
3;Glucosa;11744;260225;6/3/2025;
3;Miel de abejas;11745;10802;6/3/2025;
3;Trozos de Maíz desgerminados;11746;BBG 014/25;6/3/2025;
3;Avena tradicional;11747;GRA84440;6/3/2025;
3;Avena instantánea;11750;GRA84438;7/3/2025;
3;Azúcar Refinada;11753;7032025;11/3/2025;
3;Trozos de Maíz desgerminados;11754;29;11/3/2025;
3;Trozos de Maíz desgerminados;11757;HOMA 083;11/3/2025;
3;Coco Rallado;11760;242090-2;12/3/2025;
3;Trozos de Maíz desgerminados;11761;30;12/3/2025;
3;Lecitina de soja en polvo;11762;R560005390;13/3/2025;
3;Miel de abejas;11763;10771;13/3/2025;
3;Glucosa;11764;110325;13/3/2025;
3;Trozos de Maíz desgerminados;11765;31;13/3/2025;
3;Azucar Comun Tipo A;11771;1032025;17/3/2025;Pruebas Productivas - Co & Co
4;Trozos de Maíz desgerminados;11777;HOMA 083;18/3/2025;
3;Azucar Comun Tipo A;11780;43;21/3/2025;
3;Trozos de Maíz desgerminados;11781;BBG018/25;21/3/2025;
3;Trozos de Maíz desgerminados;11782;36;25/3/2025;
3;Avena instantánea;11785;7025;26/3/2025;
3;Miel de abejas;11791;10834;27/3/2025;
3;Glucosa;11793;250325;27/3/2025;
4;Trozos de Maíz desgerminados;11794;HOMA 083/084;27/3/2025;
4;Trozos de Maíz desgerminados;11795;37;28/3/2025;
3;Glucosa;11798;250325;28/3/2025;
3;Trozos de Maíz desgerminados;11800;BBG 021/25;30/3/2025;
4;Trozos de Maíz desgerminados;11801;38;30/3/2025;
4;Trozos de Maíz desgerminados;11783;BBG019/23;25/3/2025;
4;Trozos de Maíz desgerminados;11802;HOMA 083;31/3/2025;
4;Trozos de Maíz desgerminados;11803;BBG 020/25;31/3/2025;
4;Azucar Comun Tipo A;11810;L230225;1/4/2025;
4;Trozos de Maíz desgerminados;11811;40;1/4/2025;
4;Azucar Comun Tipo A;11816;170325;3/4/2025;
4;Azucar Comun Tipo A;11817;43;3/4/2025;
4;Trozos de Maíz desgerminados;11821;42;3/4/2025;
4;Ajo en Polvo;11823;016422-25;3/4/2025;
4;Perejil Deshidratado;11824;016179-20;3/4/2025;
4;Remolacha en Polvo;11825;4017413/2-20;3/4/2025;
4;Comino Molido;11826;4212676/1-25;3/4/2025;
4;Trozos de Maíz desgerminados;11827;41;3/4/2025;
4;Avena tradicional;11829;7825;4/4/2025;
4;Trozos de Maíz desgerminados;11840;43;7/4/2025;
4;Extracto de Malta en polvo;11842;274442;7/4/2025;
4;Trozos de Maíz desgerminados;11851;BBG025/25;9/4/2025;
4;Avena tradicional;11861;51021;15/4/2025;
4;Trozos de Maíz desgerminados;11863;49;15/4/2025;
5;Azucar Comun Tipo A;11865;22/3/2025;15/4/2025;
4;Azucar Comun Tipo A;11866;23/3/2025;15/4/2025;
4;Avena instantánea;11867;GRA84696;16/4/2025;
5;Glucosa;11870;40425;16/4/2025;
5;Miel de abejas;11869;10879;16/4/2025;
4;Trozos de Maíz desgerminados;11871;51;16/4/2025;
5;Tomate Deshidratado Molido;11873;016413-20;16/4/2025;
5;Zanahoria en Polvo;11874;016412-20;16/4/2025;
5;Pimienta Cayena en Polvo;11875;4191489/2-25;16/4/2025;
4;Coco Rallado;11876;242090-2;16/4/2025;
5;Trozos de Maíz desgerminados;11879;BBG 027/25;16/4/2025;
4;Harina Precocida de garbanzo;11880;91;17/4/2025;
5;Trozos de Maíz desgerminados;11881;BBG 028/25;17/4/2025;
5;Harina Precocida de garbanzo;11882;98;21/4/2025;
5;Almendras enteras con piel;11883;20632/2025;21/4/2025;
5;Trozos de Maíz desgerminados;11884;HOMA 084;21/4/2025;
5;Trozos de Maíz desgerminados;11885;52;21/4/2025;
5;Trozos de Maíz desgerminados;11888;53;22/4/2025;
5;Azucar Comun Tipo A;11890;43;22/4/2025;
5;Azucar Comun Tipo A;11892;22/3/2025;22/4/2025;
5;Azucar Comun Tipo A;11895;22/3/2025;23/4/2025;
5;Trozos de Maíz desgerminados;11896;54;23/4/2025;
5;Glucosa;11897;210425;23/4/2025;
5;Trozos de Maíz desgerminados;11898;BBG 029/025;23/4/2025;
5;Trozos de Maíz desgerminados;11899;55;24/4/2025;
5;Azucar CTA;11900;12/2/1900;24/4/2025;
5;Trozos de Maíz desgerminados;11901;BBG 030/25;24/4/2025;
5;Avena Arrollada Tradicional;11905;GRA84697;27/4/2025;
5;Trozos de Maíz desgerminados;11910;56;28/4/2025;
5;Trozos de Maíz desgerminados;11916;HOMA 084;30/4/2025;
5;Trozos de Maíz desgerminados;11917;BBG031/25;30/4/2025;
5;Semilla de Zapallo;11922;SW24208/01;5/5/2025;
6;Trozos de Maíz desgerminados;11926;57;5/5/2025;
5;Extracto de Malta en polvo;11928;274822;5/5/2025;
5;Azucar Comun Tipo A;11934;130425;6/5/2025;
5;Lecitina de soja en polvo;11935;R560005450;6/5/2025;
5;AN Caramelo;11936;10350009;6/5/2025;
5;Arándanos deshidratados en trozos;11940;64480011125;7/5/2025;
5;Glucosa;11941;280425;7/5/2025;
5;Trozos de Maíz desgerminados;11942;BBG 032/25;7/5/2025;
5;Glucosa;11943;20525;7/5/2025;
5;Azucar Comun Tipo A;11944;12-13/04/2025;7/5/2025;
6;Trozos de Maíz desgerminados;11945;58;7/5/2025;
6;Trozos de Maíz desgerminados;11946;59;7/5/2025;
6;Trozos de Maíz desgerminados;11947;60;8/5/2025;
5;Coco Rallado;11948;242090-2;8/5/2025;
6;Avena Arrollada Tradicional;11949;11525;8/5/2025;
6;Glucosa;11918;280425;9/5/2025;
6;Coco Rallado;11955;231450-2;12/5/2025;
6;Azucar Comun Tipo A;11961;12-130425;13/5/2025;
6;Harina de Garbanzo;11966;120;14/5/2025;
6;Trozos de Maíz desgerminados;11969;62;14/5/2025;
6;Azucar CTA;11970;52;15/5/2025;
6;Ciruela Deshidratada;11981;250013225;16/5/2025;
6;Arándanos deshidratados en trozos;11983;6480001625;16/5/2025;
6;Frutilla deshidratada;11982;###############################################################################################################################################################################################################################################################;16/5/2025;
6;Trozos de Maíz desgerminados;11984;63;19/5/2025;
6;Trozos de Maíz desgerminados;11987;64;20/5/2025;
6;Azucar Comun Tipo A;11988;5/4/2025;20/5/2025;
6;Trozos de Maíz desgerminados;11989;65;20/5/2025;
6;Trozos de Maíz desgerminados;11991;66;21/5/2025;
6;Avena tradicional;11994;25134;22/5/2025;
6;Coco Rallado;11996;231450-2;22/5/2025;
6;Zanahoria en Polvo;11997;;22/5/2025;
6;Trozos de Maíz desgerminados;12006;68;26/5/2025;
6;Azucar Comun Tipo A;12007;200425;26/6/2025;
6;Azucar Comun Tipo A;12010;S25-0005;26/6/2025;
6;Pimentón Ahumado;12011;13052025;26/6/2025;
6;Trozos de Maíz desgerminados;12013;69;27/5/2025;
6;Lecitina de soja en polvo;12014;R560005450;27/5/2025;
6;Glucosa;12015;210525;27/5/2025;
6;Miel de abejas;12016;10955;27/5/2025;
6;Trozos de Maíz desgerminados;12017;70;28/5/2025;
6;Azúcar Refinada;12018;21052025;28/5/2025;
6;Trozos de Maíz desgerminados;12021;71;29/5/2025;
6;Antioxidante Laox 300;12024;26090525B3;29/5/2025;
6;Trozos de Maíz desgerminados;12027;BBG039/25;30/5/2025;
7;Sal Fina;12030;28-290525;30/5/2025;
7;Avena instantánea;12033;14325;30/5/2025;
7;Trozos de Maíz desgerminados;12035;72;2/6/2025;
7;Azucar Comun Tipo A;12042;270425;3/6/2025;
7;Trozos de Maíz desgerminados;12046;73;3/6/2025;
7;Sal Fina;12048;80525;4/6/2025;
7;Trozos de Maíz desgerminados;12049;74;4/6/2025;
7;An Caramelo;12050;10350010;4/6/2025;
7;Trozos de Maíz desgerminados;12051;BBG040/25;5/6/2025;
7;Tomate Deshidratado Molido;12054;016617-20;5/6/2025;
7;Zanahoria en Polvo;12055;016563-20;5/6/2025;
7;Comino Molido;12056;016607-25;5/6/2025;
7;Trozos de Maíz desgerminados;12058;75;5/6/2025;
7;Pimentón Ahumado;12059;23052025;5/6/2025;
7;Trozos de Maíz desgerminados;12062;22/25-TRA;6/6/2025;
7;Azucar Comun Tipo A;12070;26-27/04/2025;9/6/2025;
7;Glucosa;12074;280525;9/6/2025;
7;Extracto de Malta en polvo;12077;274822;10/6/2025;
7;Azucar CTA;12082;90625;11/6/2025;
7;Trozos de Maíz desgerminados;12084;78;11/6/2025;
7;Azucar CTA;12085;17;11/6/2025;
7;Trozos de Maíz desgerminados;12088;79;12/6/2025;
7;Azucar Comun Tipo A;12092;17/2/2025;17/6/2025;
7;Trozos de Maíz desgerminados;12095;BBG 044/25;18/6/2025;
7;Coco Rallado;12098;DCHFF-1025-PIL153;24/6/2025;
7;Azucar Comun Tipo A;12097;1/5/2025;24/6/2025;
7;Lecitina de soja en polvo;12100;R560005450;24/6/2025;
7;Remolacha en Polvo;12106;250610;25/6/2025;
7;Avena Arrollada Tradicional;12107;51501/51621;25/6/2025;
7;Extracto de Malta en polvo;12108;274822;25/6/2025;
7;Avena tradicional;12121;24-25TRA;27/6/2025;
8;Miel de abejas;12101;11005;24/6/2025;
8;Glucosa;12102;60625;24/6/2025;
8;Glucosa;12103;190625;24/6/2025;
8;Avena Arrollada Instantánea;12109;GRA85120;25/6/2025;
8;Trozos de Maíz desgerminados;12110;;26/6/2025;
8;Trozos de Maíz desgerminados;12119;BBG 047/25;26/6/2025;
8;Trozos de Maíz desgerminados;12122;86;30/6/2025;
8;Trozos de Maíz desgerminados;12124;BBG 048/25;30/6/2025;
8;Azúcar Refinada;12131;12062025;2/7/2025;
8;Remolacha en polvo;Muestra;2025GRA0001;2/7/2025;
8;Azucar Comun Tipo A;12133;10-11/05/2025;3/7/2025;
8;Trozos de Maíz desgerminados;12134;89;3/7/2025;
8;Coco rallado;12142;242090-2;4/7/2025;
8;Remolacha en Polvo;12141;4131201/1-20;4/7/2025;
8;Azucar Comun Tipo A;12147;170525;10/7/2025;
8;Frutilla deshidratada;12149;6630018525;10/7/2025;
8;Ciruela Deshidratada;12150;463518425;10/7/2025;
8;Arándanos deshidratados en trozos;12151;6480001625;10/7/2025;
8;Azucar Comun Tipo A;12157;17/5/2025;15/7/2025;
8;Trozos de Maíz desgerminados;12165;BBG 051/25;17/7/2025;
8;Extracto de Malta en polvo;12173;274822;22/7/2025;
8;Tomate Deshidratado Molido;12178;016711-20;25/7/2025;
9;Trozos de Maíz desgerminados;12182;HOMA 85;29/7/2025;
9;Trozos de Maíz desgerminados;12186;96;30/7/2025;
9;Coco Rallado;12166;DCHFF-1024-PIL153;17/7/2025;
9;Lecitina de soja en polvo;12174;rs60005473;22/7/2025;
9;Azucar Comun Tipo A;12170;14072025;18/7/2025;
9;Avena tradicional;12168;25196;18/7/2025;
9;Pimienta Cayena en Polvo;12057;016310-20;5/6/2025;
9;Azucar Comun Tipo A;12181;250895/260625;29/7/2025;
9;Glucosa;12169;150725;18/7/2025;
9;Trozos de Maíz desgerminados;12126;BBG049/25;1/7/2025;
9;Trozos de Maíz desgerminados;12172;95;22/7/2025;
9;Trozos de Maíz desgerminados;12175;HOMA 85;23/7/2025;
9;An Caramelo;12176;10350011;23/7/2025;
9;Trozos de Maíz desgerminados;12187;BBG054/25;30/7/2025;
9;Azucar CTA;12189;S25-0005;31/7/2025;
9;Trozos de Maíz desgerminados;12193;97;31/7/2025;
9;Azucar Comun Tipo A;12195;300725;31/7/2025;
9;Azucar Comun Tipo A;12197;140725;1/8/2025;
9;Arándanos deshidratados en trozos;12194;6880020425;4/8/2025;
9;Lecitina de soja en polvo;12216;R560005473;12/8/2025;
9;Zanahoria en Polvo;12217;016563-20;12/8/2025;
9;Avena Arrollada Tradicional;12218;;12/8/2025;
9;Cúrcuma en polvo;12220;12082025;13/8/2025;
9;Semilla de Zapallo;12221;CON-SSK-YG-20;13/8/2025;
9;Almendras enteras con piel;12222;25000060;18/8/2025;
9;Manzana deshidratada baja humedad;12223;NP-12526;18/8/2025;
9;Semilla de Zapallo;12225;CON-SSK-YG-20;19/8/2025;
9;Coco rallado;12228;242090-2;21/8/2025;
9;Coco rallado;12230;dtc/86/25;25/8/2025;
9;Miel de abejas;12232;11130;20/8/2025;
9;Cúrcuma en polvo;;F49340;26/8/2025;
9;Coco en escamas;;12688 h01;28/8/2025;ANKAS DEL SUR
9;Avena instantánea;12235;;28/8/2025;
9;Glucosa;12237;250825;29/8/2025;
9;Trozos de Maíz desgerminados;12242;99;2/9/2025;
9;Avena tradicional;12243;34/25-TRA;2/9/2025;
9;Azucar Comun Tipo A;12245;10925;3/9/2025;
9;Trozos de Maíz desgerminados;12250;100;8/9/2025;
9;Azucar CTA;12251;S25-005;9/9/2025;
10;Semilla de Zapallo;12260;CON-SSK-YG-2025-03(10);11/9/2025;
10;Manzana deshidratada baja humedad;12264;032/2125;12/9/2025;
10;Zanahoria en Polvo;12266;1297;15/9/2025;
10;Arándanos deshidratados en trozos;12267;6880021625;15/9/2025;
10;Cúrcuma en polvo;12268;12092025;15/9/2025;
10;Trozos de Maíz desgerminados;12270;103;16/9/2025;
10;Trozos de Maíz desgerminados;12271;102;16/9/2025;
10;Azucar Comun Tipo A;12272;220725;16/092025;
10; Manzana deshidratada;12278;020L2135;18/9/2025;
10;Trozos de Maíz desgerminados;12286;Homa 086;25/9/2025;
10;Trozos de Maíz desgerminados;12290;BBG058/25;1/10/2025;
10;Trozos de Maíz desgerminados;12291;HOMA 086;1/10/2025;
10;Azucar Comun Tipo A;12297;2/10/2025;5/10/2025;
10;Trozos de Maíz desgerminados;12298;109;5/10/2025;
10;Esencia de Miel Liquida;12299;BU00325240;6/10/2025;
10;Azucar Comun Tipo A;12300;2/10/2025;6/10/2025;
10;Trozos de Maíz desgerminados;12303;110;3/10/2025;
10;Trozos de Maíz desgerminados;12304;HOMA 086;7/10/2025;
10;Azúcar Refinada;12310;8102025;13/10/2025;
10;Azucar Comun Tipo A;12312;13/10/2025;15/10/2025;
10;Azucar Comun Tipo A;12313;S25-0005;15/10/2025;
11;Trozos de Maíz desgerminados;12314;BBG 061/25;15/10/2025;
10;Trozos de Maíz desgerminados;12315;112;16/10/2025;
